id_transaccion,fecha,id_cliente,tipo_operacion,importe,moneda,pais_destino,saldo_posterior,canal,referencia
745,19/04/2023,1300,wire_transfer,8407.72,BRL,FR,19163.37,web,TXN-806209
746,30/06/2024,1346,wire_transfer,2205.22,EUR,ES,11176.26,sucursal,PAY-386788
747,13/12/2024,1208,PAGO,561.01,BRL,ES,13213.7,telefono,PAY-827781
748,2023-07-27,1046,Transferencia,3232.42,BRL,MX,6087.37,sucursal,OP-733609
749,19/12/2024,1081,PAGO,1139.09,JPY,AR,21986.68,telefono,TR-904902
750,14/11/2024,1314,TRANSF,4504.35,USD,ES,20193.98,web,PAY-347915
751,01-31-2024,1200,pago,266.43,BRL,GB,25461.77,cajero,REF-997090
752,05/09/2024,1315,Transferencia,6511.96,COP,GB,16379.97,sucursal,OP-997603
753,11-16-2023,1128,deposito,3327.29,JPY,PT,9212.64,telefono,TR-110462
754,20/05/2024,1210,PAGO,1006.52,USD,FR,18703.73,web,REF-300215
755,10-07-2024,1298,pago,209.47,USD,PT,19747.66,telefono,TXN-272297
756,17/08/2023,1135,DEP,610.04,BRL,MX,21731.33,sucursal,TXN-832082
757,01/08/2023,1374,Pago,1268.94,GBP,PE,5438.74,sucursal,TXN-717254
758,04-15-2024,1357,RETIRO,2014.52,GBP,FR,9542.99,sucursal,TR-479098
759,02-11-2023,1007,DEP,12079.88,BRL,JP,17498.99,app,REF-910615
760,19/08/2024,1039,deposito,1204.75,COP,FR,393.17,telefono,TXN-587617
761,08/03/2023,1144,retiro,3435.21,USD,IT,24917.78,sucursal,OP-336293
762,07-31-2024,1192,Deposito,897.28,COP,MX,15910.88,web,TXN-383353
763,2024-06-02,1324,Retiro,2691.99,BRL,DE,20775.22,sucursal,REF-227619
764,02-08-2024,1242,DEP,2818.21,GBP,MX,14304.62,telefono,TR-462991
765,05/09/2024,1262,Pago,59.93,EUR,MX,20794.15,cajero,TR-537575
766,01-30-2023,1096,DEP,1198.51,COP,GB,6349.55,web,TXN-780303
767,2023-05-23,1034,Pago,5074.42,COP,CL,12011.1,telefono,OP-724577
768,06-06-2024,1102,transferencia,2265.1,JPY,GB,21703.86,cajero,TXN-107014
769,08-05-2023,1131,Pago,4541.69,GBP,CN,2367.89,sucursal,TR-167419
770,09-10-2023,1015,TRANSF,3223.81,USD,BR,9634.15,sucursal,PAY-393501
771,2024-01-23,1373,DEP,2934.17,EUR,CN,16353.88,sucursal,OP-386566
772,2023-11-30,1160,TRANSF,1860.35,GBP,DE,6007.12,sucursal,TXN-523506
773,06/06/2023,1108,Transferencia,,BRL,BR,-870.03,telefono,TR-418041
774,2023-07-22,1069,Retiro,2231.66,MXN,CL,-1095.1,app,PAY-595803
775,18/08/2024,1162,retiro,888.27,EUR,JP,15539.28,sucursal,REF-766769
776,2024-04-19,1044,Pago,467.62,USD,CO,26114.76,telefono,REF-783876
777,01-06-2024,1327,retiro,5641.11,GBP,FR,12335.95,web,REF-961703
778,2023-07-26,1258,wire_transfer,58.91,JPY,IT,21437.99,telefono,TR-978922
779,2023-02-04,1235,TRANSF,4608.92,USD,FR,18792.27,telefono,TR-541686
780,2023-01-20,1220,RETIRO,906.95,BRL,CN,10699.66,web,TXN-151713
781,10-30-2023,1022,pago,3572.64,EUR,CO,11535.47,web,OP-174422
782,09-08-2023,1301,Retiro,768.95,GBP,MX,5260.19,app,REF-765539
783,01/04/2023,1242,Transferencia,1545.93,COP,ES,10494.18,sucursal,TR-505170
784,10/01/2024,1208,deposito,5714.08,BRL,MX,14376.16,web,REF-347974
785,12/11/2023,1397,wire_transfer,1241.65,GBP,FR,21915.27,cajero,REF-132425
786,02/05/2024,1165,wire_transfer,2166.41,GBP,BR,19776.39,cajero,TR-328408
787,05-29-2024,1094,Retiro,2300.16,COP,GB,28289.71,cajero,TXN-210570
788,04-10-2024,1091,transferencia,2705.69,BRL,FR,11289.74,web,REF-730653
789,2024-09-20,1127,Pago,1558.62,JPY,BR,14256.09,telefono,TXN-423152
790,24/10/2023,1125,transferencia,154.73,COP,GB,11742.59,telefono,REF-186568
791,2024-01-31,1069,wire_transfer,2552.06,GBP,CO,19275.9,app,TR-370992
792,18/05/2023,1062,wire_transfer,1907.72,MXN,ES,10355.31,sucursal,OP-339472
793,2023-12-31,1156,RETIRO,1319.75,JPY,FR,15873.5,cajero,TR-348647
794,2024-11-14,1141,PAGO,702.58,MXN,PT,10606.36,cajero,PAY-891702
795,01-02-2023,1105,Retiro,2482.24,COP,AR,14690.78,telefono,PAY-262351
796,2023-12-16,1299,Retiro,294.67,MXN,US,28319.54,sucursal,TXN-353334
797,2024-05-15,1008,Transferencia,4476.9,BRL,GB,16052.06,telefono,TXN-168341
798,2023-09-24,1387,Transferencia,3929.66,EUR,ES,14277.68,telefono,OP-306487
799,06-25-2023,1081,wire_transfer,7132.52,COP,MX,15776.88,telefono,TXN-953169
800,11-26-2024,1088,Pago,2096.58,COP,AR,22256.06,web,TR-413034
801,2023-06-21,1288,transferencia,8284.06,COP,AR,7767.03,web,TXN-146567
802,16/02/2023,1372,RETIRO,13274.5,BRL,GB,17319.84,app,PAY-227532
803,05-12-2023,1066,wire_transfer,,GBP,BR,12188.94,app,REF-259841
804,26/03/2024,1310,DEP,4275.67,COP,JP,10048.65,web,REF-467544
805,11-26-2024,1017,PAGO,4308.93,MXN,JP,13986.51,telefono,TR-404102
806,06-27-2023,1285,Transferencia,4149.8,GBP,PT,19703.69,web,PAY-732080
807,03-29-2024,1123,Transferencia,1707.95,BRL,US,16615.66,web,TR-829834
808,23/01/2024,1014,pago,637.16,GBP,IT,15786.14,web,OP-437935
809,16/04/2024,1164,transferencia,2177.57,BRL,IT,18127.44,web,TXN-963472
810,13/04/2023,1378,pago,214.6,EUR,CN,10300.39,sucursal,TR-869287
811,11/11/2023,1105,transferencia,1102.71,GBP,PT,26053.87,telefono,PAY-192112
812,09-01-2023,1119,Pago,,GBP,US,12427.52,telefono,OP-170945
813,02-11-2024,1397,Retiro,2294.59,GBP,DE,20360.89,app,TXN-515013
814,10-07-2024,1004,Retiro,389.68,USD,FR,22174.62,telefono,OP-954450
815,2023-12-01,1273,Pago,3108.9,COP,JP,7570.76,telefono,TR-241320
816,2023-01-23,1160,transferencia,5906.42,BRL,PT,4626.99,app,PAY-546671
817,03/03/2023,1307,wire_transfer,277.02,JPY,PE,13812.22,telefono,TR-455567
818,10-08-2023,1386,Pago,1060.75,JPY,BR,15340.51,sucursal,TXN-843967
819,2023-02-06,1187,RETIRO,1623.0,JPY,JP,23904.0,web,TXN-259676
820,08-14-2023,1353,DEP,3901.6,COP,CL,22785.01,sucursal,REF-810569
821,09-13-2024,1089,wire_transfer,153.54,JPY,GB,8533.85,cajero,TXN-509014
822,07/08/2023,1265,pago,312.0,GBP,ES,20065.11,telefono,PAY-896339
823,2024-04-19,1207,Pago,1606.62,GBP,CO,1121.96,telefono,TR-297008
824,08-30-2024,1146,TRANSF,2112.52,MXN,BR,14207.21,telefono,PAY-182666
825,26/04/2024,1338,Transferencia,3905.16,EUR,CL,20756.49,cajero,OP-935296
826,2023-05-14,1388,Deposito,,JPY,CN,25683.06,app,REF-376724
827,05/07/2024,1058,transferencia,301.25,USD,MX,6071.69,web,TXN-138886
828,2024-06-11,1102,deposito,1982.52,GBP,GB,13972.7,web,TR-297603
829,02-18-2024,1060,PAGO,1815.26,BRL,BR,12263.59,sucursal,PAY-812741
830,2023-05-05,1191,pago,28.06,BRL,BR,23432.07,cajero,REF-897953
831,05/08/2024,1309,DEP,5430.13,BRL,CN,19274.51,app,TXN-880986
832,07-25-2024,1191,retiro,6743.44,BRL,AR,11260.35,cajero,REF-340855
833,05/03/2023,1070,pago,112.79,BRL,BR,21516.03,web,REF-301055
834,05/08/2023,1331,PAGO,3016.96,GBP,CO,8983.21,sucursal,TR-724062
835,08-13-2023,1042,pago,1602.76,JPY,DE,14541.07,cajero,REF-584111
836,17/08/2023,1215,TRANSF,1435.98,GBP,FR,18931.52,cajero,PAY-248449
837,01/01/2024,1067,deposito,4749.5,COP,BR,20842.06,app,REF-887797
838,09-09-2024,1382,Transferencia,8710.27,COP,MX,20197.75,cajero,TXN-318632
839,08/07/2024,1109,deposito,6787.09,MXN,JP,3076.91,cajero,TR-153850
840,08-08-2024,1319,retiro,,EUR,PT,27353.1,sucursal,TXN-589631
841,07-31-2023,1034,Pago,690.04,EUR,JP,13573.34,app,TR-589465
842,2024-04-08,1216,wire_transfer,252.05,USD,GB,19382.83,web,REF-949638
843,01/09/2023,1370,pago,10546.53,EUR,DE,17044.84,app,OP-343395
844,06-19-2024,1371,RETIRO,5384.22,COP,PT,14540.69,app,PAY-647762
845,08-17-2023,1367,Pago,,BRL,GB,19158.43,app,TXN-237399
846,2023-11-27,1243,Transferencia,281.5,JPY,MX,4363.87,app,PAY-847222
847,26/01/2023,1387,PAGO,2497.46,EUR,BR,7628.14,app,OP-480348
848,30/07/2023,1319,retiro,6301.09,EUR,MX,16623.23,cajero,PAY-156600
849,2024-11-01,1008,Deposito,2498.1,USD,IT,10463.21,cajero,TR-533662
850,2023-05-18,1260,wire_transfer,237.5,EUR,AR,14868.21,telefono,TR-969381
851,04-04-2023,1287,pago,507.69,MXN,FR,29965.11,telefono,REF-438668
852,02-14-2024,1235,transferencia,745.67,MXN,IT,25197.13,telefono,TR-215323
853,2023-08-22,1337,Deposito,,USD,AR,23275.44,cajero,PAY-738947
854,2024-05-11,1255,RETIRO,1010.27,COP,MX,24765.97,cajero,TR-599136
855,08/12/2023,1097,Retiro,270.92,MXN,JP,23259.14,app,TR-751988
856,31/03/2023,1303,RETIRO,6426.62,COP,CN,23592.99,app,OP-582756
857,01-27-2023,1037,Pago,9999999.0,JPY,IT,19922.04,web,TR-991454
858,03-28-2024,1197,Deposito,12536.51,JPY,CL,6301.13,web,REF-201524
859,04-08-2024,1375,PAGO,2525.57,BRL,PT,22041.28,app,PAY-960004
860,03-03-2024,1119,Transferencia,1879.33,COP,PE,20266.72,app,REF-281709
861,2024-07-04,1238,DEP,1399.56,JPY,GB,9144.52,app,PAY-842477
862,10-13-2023,1235,Pago,3656.29,EUR,PT,12557.97,web,TR-608818
863,09-28-2023,1090,TRANSF,2686.49,BRL,PE,21106.26,sucursal,REF-926098
864,2023-02-15,1013,RETIRO,516.15,EUR,ES,20956.81,web,PAY-338020
865,06-22-2023,1394,Transferencia,,BRL,CL,24757.6,web,TXN-424567
866,12-06-2023,1188,Retiro,1429.84,JPY,CO,5971.25,web,TXN-662478
867,01/09/2023,1295,retiro,2584.12,EUR,MX,19060.9,telefono,TXN-825992
868,31/10/2023,1035,pago,1823.57,MXN,AR,20431.97,sucursal,OP-958341
869,2024-05-27,1012,Deposito,1074.18,USD,GB,4927.74,web,REF-735697
870,02-18-2024,1016,wire_transfer,898.96,BRL,AR,24181.75,cajero,REF-414673
871,09/08/2023,1376,TRANSF,1510.29,USD,ES,12696.02,telefono,PAY-924141
872,09-04-2023,1308,Deposito,137.82,BRL,MX,19312.18,app,TXN-476950
873,14/11/2024,1051,DEP,1211.3,BRL,FR,16272.53,web,REF-629970
874,17/02/2023,1397,Transferencia,1185.6,COP,IT,17550.74,cajero,TXN-262165
875,28/11/2023,1208,pago,159.12,GBP,ES,17054.9,cajero,OP-912186
876,02/04/2024,1391,RETIRO,9008.04,EUR,CO,2121.19,app,REF-758928
877,2024-01-24,1192,deposito,159.49,GBP,PT,30401.7,app,TR-381562
878,06-09-2023,1128,Deposito,3826.71,EUR,IT,4449.01,web,REF-758473
879,2023-07-20,1179,TRANSF,824.94,USD,CL,19575.26,telefono,PAY-388042
880,2024-02-28,1244,Retiro,1764.25,USD,CO,26941.64,app,OP-794127
881,2023-12-29,1115,Deposito,2521.75,BRL,CO,7847.96,app,TXN-567459
882,07/05/2024,1277,deposito,2182.36,JPY,GB,-947.55,app,REF-568295
883,2023-07-23,1103,Pago,271.81,GBP,AR,16071.9,app,OP-623771
884,22/03/2023,1118,deposito,2318.02,GBP,CO,12721.01,sucursal,PAY-817816
885,04-07-2023,1384,transferencia,856.26,BRL,GB,2633.6,telefono,TR-273430
886,28/04/2024,1284,RETIRO,,USD,JP,32268.99,web,TXN-748363
887,2023-07-14,1163,Retiro,1761.28,BRL,FR,29705.19,sucursal,OP-149215
888,24/10/2024,1285,retiro,3391.54,COP,ES,8933.79,cajero,TR-530933
889,07-05-2023,1199,retiro,1292.22,GBP,FR,37584.94,app,REF-798287
890,11/02/2024,1219,wire_transfer,5614.43,BRL,JP,14495.07,telefono,REF-402750
891,2023-10-31,1171,PAGO,1700.91,GBP,JP,15147.59,sucursal,TXN-396380
892,02-06-2023,1013,RETIRO,4411.4,BRL,IT,24198.49,cajero,OP-217810
893,01-04-2023,1368,wire_transfer,2570.94,BRL,JP,32480.21,sucursal,OP-869734
894,05/07/2024,1024,DEP,2.68,MXN,DE,-3522.24,app,TXN-945404
895,03-07-2024,1352,RETIRO,319.33,USD,PE,5327.16,cajero,OP-208311
896,2024-06-24,1023,retiro,3794.12,BRL,US,7532.32,cajero,PAY-350968
897,2023-04-19,1297,deposito,2870.62,MXN,GB,25430.61,telefono,TR-640228
898,2024-04-10,1189,Pago,3582.84,GBP,CL,13028.42,web,PAY-555940
899,11-06-2024,1344,deposito,5902.47,COP,FR,3337.61,app,TR-288894
900,2023-09-22,1293,TRANSF,867.72,USD,ES,-307.61,sucursal,TXN-537681
901,2023-01-05,1340,retiro,8.71,COP,MX,17225.52,sucursal,TXN-535674
902,2024-08-11,1377,PAGO,388.57,MXN,ES,13516.36,web,PAY-730371
903,2023-11-14,1291,deposito,2693.13,COP,JP,-101.93,cajero,PAY-822316
904,2024-03-05,1340,Deposito,350.39,EUR,GB,15314.5,sucursal,TR-328595
905,07-12-2023,1168,wire_transfer,1950.98,BRL,ES,25208.9,sucursal,PAY-340964
906,2023-10-09,1029,Transferencia,6345.4,COP,ES,13917.84,sucursal,PAY-762859
907,11-13-2023,1134,deposito,3657.17,USD,PE,-1368.62,web,OP-406221
908,08-22-2024,1345,Pago,,USD,JP,13160.29,cajero,PAY-603994
909,05/02/2024,1033,DEP,1690.39,COP,FR,15504.61,telefono,TR-717053
910,25/06/2024,1042,Retiro,1521.97,COP,ES,19378.52,sucursal,TXN-593911
911,2024-10-03,1271,retiro,671.04,USD,AR,16693.59,sucursal,REF-914451
912,11/08/2023,1026,retiro,376.7,USD,AR,25304.94,cajero,REF-624143
913,2023-08-05,1077,Transferencia,803.51,COP,CN,9813.78,telefono,OP-939905
914,23/04/2023,1058,Retiro,334.2,GBP,MX,6854.19,web,TXN-623399
915,12/01/2024,1362,DEP,4380.44,USD,CN,12729.13,sucursal,TXN-624430
916,03/10/2024,1177,Deposito,331.0,COP,GB,13272.96,telefono,TR-304409
917,2023-02-05,1088,Pago,173.61,JPY,IT,5889.83,telefono,OP-507305
918,02-01-2023,1067,retiro,1861.66,GBP,CL,16317.74,app,REF-547474
919,2024-10-09,1354,PAGO,993.11,BRL,IT,14669.27,web,OP-938414
920,05-10-2023,1334,pago,6106.38,COP,CL,13773.57,web,PAY-694053
921,26/02/2024,1190,DEP,1334.19,USD,AR,24520.39,sucursal,PAY-407505
922,08/06/2023,1151,RETIRO,1220.7,JPY,DE,2149.82,telefono,TXN-717531
923,27/12/2023,1372,RETIRO,645.77,USD,CO,4929.09,app,PAY-744461
924,30/01/2024,1211,Pago,3083.98,BRL,DE,23763.31,app,REF-993401
925,2023-05-12,1080,TRANSF,2607.25,COP,ES,17813.01,cajero,PAY-161709
926,10/07/2024,1200,deposito,809.59,USD,FR,18873.81,sucursal,REF-227049
927,2024-01-20,1243,RETIRO,39.15,USD,PT,17952.43,web,OP-954874
928,14/12/2024,1340,PAGO,265.88,GBP,JP,8443.09,cajero,TR-550772
929,30/08/2023,1392,TRANSF,,MXN,IT,9154.11,cajero,REF-167247
930,22/05/2023,1116,PAGO,4011.2,COP,MX,17961.78,app,PAY-783531
931,02-22-2024,1302,Pago,191.28,BRL,CN,-9662.44,cajero,REF-147082
932,11-01-2023,1244,DEP,3235.48,JPY,JP,15576.76,sucursal,TXN-775283
933,12-09-2023,1027,DEP,4905.92,GBP,BR,9944.1,cajero,TXN-375215
934,2023-05-03,1001,Deposito,2504.66,BRL,US,12704.49,web,TXN-326855
935,01-06-2024,1195,Retiro,5005.81,GBP,ES,21343.77,web,REF-449631
936,2024-01-26,1240,Deposito,352.03,USD,CL,13684.03,telefono,TR-953496
937,24/05/2023,1018,DEP,5348.9,MXN,BR,19673.56,app,OP-923964
938,02-10-2024,1231,DEP,1402.44,JPY,PE,10262.25,telefono,OP-177521
939,12-03-2024,1292,pago,3.38,USD,JP,-491.06,app,OP-257825
940,10-15-2023,1245,DEP,947.51,BRL,GB,9558.54,telefono,REF-267275
941,03-02-2023,1306,Deposito,777.32,BRL,PE,22013.65,telefono,TXN-906438
942,10/04/2024,1036,TRANSF,1023.19,COP,AR,23199.03,cajero,REF-471849
943,2023-10-17,1330,pago,2131.88,MXN,PE,20402.55,cajero,REF-320511
944,13/11/2023,1398,transferencia,1134.9,EUR,CO,17252.19,cajero,REF-661553
945,2023-11-23,1381,pago,1427.2,COP,US,15227.77,web,TXN-841632
946,08-23-2024,1302,DEP,2608.19,USD,CL,12148.78,cajero,PAY-187288
947,05-08-2023,1370,deposito,,JPY,CL,21908.51,web,PAY-386349
948,2024-01-03,1294,retiro,375.53,USD,FR,19635.95,sucursal,OP-827030
949,09/04/2024,1234,Transferencia,6976.0,GBP,ES,-588.1,telefono,REF-906195
950,2024-03-04,1052,retiro,1896.13,COP,IT,3998.5,sucursal,PAY-963910
951,15/03/2024,1356,TRANSF,11131.69,GBP,PE,15599.92,web,PAY-162959
952,02-28-2024,1002,retiro,118.34,BRL,AR,8635.93,sucursal,OP-933365
953,2024-07-21,1355,deposito,1944.8,USD,BR,2119.74,cajero,TXN-493243
954,02/03/2023,1291,Pago,82.78,BRL,CL,9995.91,app,TR-300745
955,2023-03-16,1305,pago,105.51,COP,PE,15340.87,sucursal,TXN-428224
956,2024-01-12,1065,retiro,3636.33,JPY,ES,8469.92,app,OP-229506
957,30/10/2023,1283,Pago,1682.9,BRL,AR,19267.77,cajero,TXN-542731
958,10-09-2024,1178,Retiro,1009.0,JPY,JP,7526.75,telefono,OP-532642
959,2023-01-31,1074,PAGO,2882.29,JPY,IT,24360.57,sucursal,OP-100045
960,2024-07-22,1367,Retiro,1844.99,BRL,CL,22666.16,telefono,OP-720943
961,21/08/2023,1285,PAGO,803.09,MXN,CN,17197.79,telefono,OP-169416
962,15/09/2024,1056,Transferencia,6099.29,COP,ES,6918.74,web,OP-994995
963,07/04/2024,1368,PAGO,79.1,COP,AR,11346.73,cajero,REF-993166
964,27/02/2024,1135,deposito,1092.14,COP,ES,27688.66,telefono,TXN-398902
965,2024-08-01,1049,retiro,,USD,DE,14178.21,web,PAY-287176
966,01-12-2024,1322,PAGO,1873.49,COP,DE,23736.46,app,TXN-638249
967,2023-06-25,1307,transferencia,222.23,MXN,AR,10498.02,telefono,PAY-774003
968,04/01/2024,1267,Deposito,2088.0,JPY,CN,10619.01,cajero,TXN-963248
969,12-09-2024,1064,DEP,865.07,MXN,CL,7685.13,web,REF-800396
970,02/02/2024,1197,PAGO,1519.29,USD,AR,20684.02,telefono,PAY-780889
971,2024-12-11,1379,Deposito,2722.71,GBP,BR,8937.63,app,OP-571895
972,16/07/2023,1023,retiro,85.0,BRL,PT,10893.05,sucursal,REF-204711
973,30/08/2023,1043,wire_transfer,2136.27,GBP,AR,8668.43,web,TXN-199055
974,2023-01-02,1084,pago,1997.72,BRL,CO,20172.21,telefono,PAY-393859
975,12/11/2024,1281,Deposito,9830.48,COP,PT,-215.46,web,TXN-241851
976,09-11-2024,1295,Retiro,4599.9,USD,DE,13599.17,sucursal,PAY-579584
977,2023-05-21,1331,TRANSF,450.38,JPY,PE,11950.84,cajero,TR-741350
978,01/11/2024,1075,Deposito,1653.78,MXN,PE,9510.02,web,OP-643968
979,01/05/2023,1290,retiro,1355.99,MXN,US,11850.51,app,TXN-247535
980,08-24-2023,1247,pago,3520.22,BRL,MX,20736.0,web,PAY-306144
981,2024-02-08,1267,transferencia,1546.27,BRL,GB,8020.51,sucursal,REF-396267
982,04/12/2024,1329,wire_transfer,2298.37,EUR,CN,4650.89,app,TR-913990
983,30/03/2023,1253,wire_transfer,125.06,COP,AR,17444.25,app,TXN-425362
984,2023-07-14,1090,TRANSF,113.38,EUR,CL,5747.85,cajero,OP-756045
985,03-11-2023,1257,Deposito,272.4,MXN,MX,17965.13,sucursal,TR-824209
986,07/04/2024,1140,transferencia,,GBP,BR,13726.32,web,PAY-318765
987,06-21-2024,1185,PAGO,3721.86,USD,BR,13132.13,sucursal,OP-387061
988,2024-10-09,1106,deposito,492.79,GBP,US,-877.43,sucursal,OP-208667
989,23/08/2024,1085,Deposito,4411.29,GBP,PT,19526.49,app,PAY-491141
990,04-02-2024,1084,TRANSF,8787.56,MXN,DE,18236.22,web,OP-861152
991,2023-07-02,1318,DEP,145.71,BRL,GB,23331.27,web,TXN-581927
992,12-03-2023,1256,Retiro,563.18,COP,US,18186.08,cajero,TXN-798138
993,04-29-2024,1145,Deposito,379.24,USD,CL,14210.92,app,REF-701095
994,2024-12-25,1318,Deposito,250.12,USD,ES,15469.76,telefono,PAY-846819
995,06-28-2023,1085,pago,3310.38,EUR,CO,18229.03,telefono,REF-627545
996,03-01-2023,1373,Transferencia,,GBP,ES,12930.16,app,OP-392489
997,22/08/2023,1241,transferencia,,BRL,CO,12137.56,cajero,PAY-117624
998,27/01/2023,1247,RETIRO,2820.36,MXN,AR,24589.21,sucursal,TR-262884
999,2023-12-08,1238,transferencia,304.31,GBP,PT,14272.52,cajero,TR-699110
1000,26/07/2023,1041,retiro,98.67,JPY,JP,-1905.2,cajero,OP-102842
1001,2023-07-13,1247,DEP,7402.22,USD,US,6142.26,sucursal,REF-942467
1002,28/06/2023,1143,retiro,655.86,COP,CO,32340.12,app,TXN-398440
1003,06/03/2024,1205,Deposito,1926.18,COP,CL,21836.91,cajero,PAY-519864
1004,08-23-2023,1299,wire_transfer,612.15,COP,CO,16078.36,telefono,OP-377146
1005,05-13-2024,1109,Pago,,COP,AR,15912.7,sucursal,TXN-778749
1006,04/12/2023,1273,Transferencia,787.49,GBP,PT,15223.05,app,TXN-486010
1007,03-12-2024,1152,Transferencia,434.29,MXN,US,15100.42,cajero,OP-115950
1008,2024-10-05,1396,retiro,464.41,JPY,CO,21165.86,telefono,TXN-238602
1009,07-22-2024,1283,Pago,2961.59,COP,CO,12388.7,web,TR-643473
1010,18/07/2024,1344,RETIRO,1.85,MXN,ES,34368.38,cajero,TR-682001
1011,24/07/2024,1284,Transferencia,,BRL,ES,14965.4,web,PAY-835167
1012,03/05/2024,1130,pago,1076.42,JPY,DE,18635.31,cajero,TR-795307
1013,18/12/2024,1194,pago,10828.21,BRL,IT,11545.37,cajero,TXN-658781
1014,09/05/2024,1067,TRANSF,890.69,MXN,CL,1257.58,app,REF-355895
1015,03-13-2024,1105,retiro,,EUR,US,9175.81,app,PAY-948645
1016,00/12/2023,1043,Pago,1513.55,JPY,PT,3757.83,app,TXN-213422
1017,12/04/2023,1294,retiro,2516.92,GBP,FR,17587.67,cajero,REF-460245
1018,06-30-2024,1291,Transferencia,,COP,PE,16306.01,app,TR-934455
1019,2024-12-08,1071,Retiro,1580.48,COP,MX,8220.02,app,OP-531396
1020,13/11/2023,1014,TRANSF,3725.93,BRL,CO,15673.87,telefono,TXN-645797
1021,08/09/2023,1213,transferencia,,GBP,CL,15983.4,sucursal,OP-385750
1022,2024-05-30,1333,wire_transfer,618.66,BRL,JP,12302.83,cajero,TR-834318
1023,2024-12-28,1346,wire_transfer,370.45,GBP,CL,18302.85,app,PAY-204187
1024,19/01/2024,1376,TRANSF,,MXN,PE,-3338.41,app,OP-955295
1025,2024-09-12,1336,Deposito,1666.43,COP,CL,15775.97,telefono,PAY-861606
1026,2023-12-28,1220,Pago,1904.03,JPY,CN,5307.97,web,OP-904257
1027,07-17-2024,1278,PAGO,4465.55,BRL,PT,-9.77,web,TR-984414
1028,30/11/2024,1324,transferencia,,USD,AR,8231.8,telefono,OP-338356
1029,12-15-2024,1122,transferencia,407.49,JPY,PE,11134.83,telefono,PAY-807766
1030,31/07/2023,1261,Deposito,472.14,EUR,DE,31242.91,cajero,PAY-933225
1031,2024-08-15,1173,transferencia,2364.64,GBP,CL,15421.17,web,REF-191367
1032,12-01-2023,1283,retiro,2460.3,EUR,CL,17141.59,telefono,PAY-624306
1033,2023-11-17,1363,deposito,1083.09,USD,AR,15183.44,sucursal,TXN-416809
1034,10-08-2023,1215,TRANSF,6003.55,GBP,ES,3125.68,sucursal,TR-481356
1035,2024-09-01,1351,wire_transfer,13027.11,JPY,AR,23736.48,app,TXN-280508
1036,12-10-2024,1039,wire_transfer,,JPY,CO,12299.17,app,TR-199976
1037,29/12/2023,1180,DEP,103.06,COP,ES,11675.41,telefono,TR-774197
1038,2023-03-21,1212,Transferencia,1596.17,EUR,US,16171.14,app,PAY-231406
1039,2023-05-01,1312,retiro,1478.81,MXN,JP,18668.57,web,OP-431388
1040,2024-09-14,1240,Pago,440.12,BRL,AR,16176.0,app,TXN-857294
1041,12-18-2023,1196,pago,3877.19,GBP,FR,22836.14,telefono,REF-124820
1042,06/04/2024,1001,Transferencia,1248.06,USD,PE,15980.71,telefono,OP-732827
1043,2024-09-24,1285,transferencia,297.6,GBP,AR,18508.72,app,REF-541440
1044,09-30-2024,1303,deposito,793.07,JPY,DE,12656.75,cajero,PAY-542993
1045,11-12-2024,1309,PAGO,3684.62,GBP,US,-2130.02,telefono,OP-142365
1046,24/11/2023,1016,PAGO,395.3,GBP,BR,7645.68,cajero,TXN-378261
1047,11-28-2024,1302,retiro,1272.58,USD,GB,9098.19,sucursal,REF-982467
1048,08-09-2023,1060,DEP,,EUR,ES,16428.62,sucursal,OP-201075
1049,17/03/2023,1029,wire_transfer,400.16,COP,DE,11378.38,app,TXN-644728
1050,12-14-2023,1365,PAGO,1434.06,BRL,AR,17207.86,cajero,TR-384336
1051,2023-04-15,1129,TRANSF,2524.41,EUR,IT,753.98,cajero,PAY-289332
1052,24/01/2023,1070,retiro,642.43,USD,AR,2167.26,cajero,REF-889632
1053,30/10/2023,1368,DEP,4920.77,EUR,CO,23152.31,app,TR-790894
1054,2024-12-18,1196,Pago,2100.76,BRL,MX,25150.66,app,OP-714489
1055,2024-02-02,1390,wire_transfer,3065.42,GBP,JP,5374.72,sucursal,TR-981835
1056,01-03-2023,1398,Retiro,5375.45,GBP,US,12589.99,cajero,PAY-861334
1057,06/11/2023,1228,DEP,1435.5,BRL,BR,9433.44,sucursal,PAY-149339
1058,2024-11-02,1290,DEP,307.18,USD,PT,11610.21,telefono,OP-100583
1059,2023-06-10,1298,retiro,1882.83,GBP,PE,29950.67,app,OP-587847
1060,13/02/2023,1224,Deposito,1697.33,EUR,CN,4878.4,sucursal,PAY-917838
1061,2024-10-21,1274,Pago,6385.59,BRL,US,8791.09,web,TXN-836123
1062,12/02/2023,1388,PAGO,4654.66,BRL,ES,8437.28,sucursal,REF-625111
1063,14/02/2023,1174,Pago,3083.59,JPY,JP,29994.77,app,TXN-278528
1064,11-13-2023,1142,RETIRO,6771.18,GBP,PE,16311.66,app,TR-414430
1065,21/02/2024,1354,Pago,2512.25,MXN,PE,26124.37,telefono,OP-101232
1066,28/03/2024,1032,PAGO,2566.25,GBP,JP,7342.68,telefono,PAY-749628
1067,19/02/2023,1313,RETIRO,733.23,COP,GB,27105.75,app,TXN-783899
1068,04-11-2024,1220,transferencia,,USD,BR,16888.07,sucursal,OP-596056
