id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
6796603601,20140809T000000,654000,1,0.5,1533,4642,1.0,0,0,3,8,1360,173,1941,0,98074,47.5858,-121.3581,1493,6081
8888971233,20140809T000000,1244000,4,3.5,3159,1278,1.0,0,0,3,8,2902,257,1926,0,98107,47.7519,-121.6805,3584,754
7866190435,20140809T000000,3513000,7,5.0,3494,3032,2.0,0,0,3,7,3265,229,2015,0,98006,47.2416,-122.1877,4342,2679
8143605405,20140809T000000,1935000,3,3.25,1865,9746,3.0,0,1,3,8,1351,514,1961,0,98024,47.6395,-122.2361,2126,7248
2496771639,20140809T000000,934000,2,1.25,1536,4847,2.0,0,0,3,8,1536,0,1966,0,98014,47.2919,-121.575,1182,6607
7738716384,20140809T000000,738000,2,2.25,1157,14505,2.0,0,0,4,4,925,232,1991,0,98107,47.5439,-122.3217,1242,7841
8271306042,20140809T000000,2304000,6,4.5,2579,4835,3.0,0,0,5,8,2222,357,1998,0,98031,47.4723,-121.7267,3291,3441
9090080739,20140809T000000,2363000,5,4.5,2495,16181,2.0,0,0,3,8,2495,0,1961,0,98007,47.408,-122.27,2737,21215
6890602563,20140809T000000,965000,1,1.0,1220,14472,2.0,0,0,1,9,1220,0,1988,0,98065,47.2576,-121.4359,1069,17462
7828519845,20140809T000000,1108000,5,4.0,2372,9142,1.0,0,0,3,6,2372,0,1958,0,98133,47.2774,-122.1073,2170,11085
1694958665,20140809T000000,740000,3,2.0,2078,4251,2.0,0,0,3,7,1352,726,1973,0,98107,47.6141,-122.3376,2511,2391
5502336491,20140809T000000,942000,3,2.75,1960,745,1.0,0,0,5,9,1709,251,1992,0,98004,47.4526,-122.0799,2297,866
5914171704,20140809T000000,1946000,6,5.0,3028,2113,1.0,0,0,2,9,2627,401,1966,0,98002,47.5223,-122.442,3319,2819
2942975768,20140809T000000,390000,3,3.0,2230,16011,1.0,0,0,3,5,1895,335,1923,0,98051,47.1691,-122.207,2131,16977
7883237612,20140809T000000,1530000,4,4.0,2013,2929,2.5,0,0,3,6,2013,0,1998,0,98118,47.6345,-122.3829,2534,2217
1976106577,20140809T000000,454000,2,1.75,1630,24815,1.0,0,0,3,7,1630,0,1915,0,98199,47.22,-121.76,1795,27872
8965861846,20140809T000000,605000,3,3.25,1741,1397,1.0,0,0,4,7,1741,0,1977,0,98117,47.303,-121.6039,1904,1816
6310730385,20140809T000000,658000,3,3.0,2451,2742,2.0,0,0,3,6,1791,660,1960,0,98047,47.2401,-122.3597,2316,1584
6130993709,20140809T000000,622000,1,1.25,1469,1973,1.0,0,0,3,7,1469,0,2008,0,98092,47.403,-122.3529,1530,2210
6756385299,20140809T000000,2691000,6,4.5,2882,2874,2.0,0,0,1,7,2506,376,1991,0,98155,47.57,-122.3167,3689,2771
8259607637,20140809T000000,2525000,4,3.5,2184,3651,3.0,0,0,3,8,1973,211,2001,0,98038,47.7589,-122.2057,1927,2339
5037863235,20140809T000000,1171000,3,2.5,2856,2330,1.0,0,0,5,7,2856,0,1950,0,98109,47.4839,-121.3745,2045,2287
5185849242,20140809T000000,1744000,5,3.75,2888,4318,1.0,0,0,4,7,2722,166,1978,0,98011,47.6536,-122.3423,3593,4444
5045994435,20140810T000000,1243000,3,2.75,2189,679,1.0,0,0,5,8,1750,439,1986,0,98188,47.4073,-121.5441,2418,651
1435622596,20140810T000000,1882000,5,4.0,2996,3362,2.0,0,0,5,6,2627,369,1939,0,98004,47.714,-121.4078,3242,1867
4767016608,20140810T000000,1001000,3,3.25,1488,3450,2.0,0,0,5,8,1411,77,1984,0,98030,47.1828,-122.4852,1439,2537
3212798960,20140810T000000,1138000,4,3.5,2538,2291,1.0,0,0,3,7,2538,0,1922,0,98055,47.4936,-121.9495,3119,1414
6346483017,20140810T000000,706000,2,1.75,1552,1651,2.0,0,0,3,7,1313,239,2015,0,98052,47.306,-121.6173,2001,1585
2148443294,20140810T000000,2701000,5,4.0,3353,46984,2.0,0,3,3,7,2921,432,1994,1983,98040,47.5076,-121.8329,3317,33978
7885761608,20140810T000000,789000,3,2.75,2178,2211,1.0,0,0,3,9,1825,353,1903,0,98019,47.683,-122.1971,2364,3301
7434854108,20140810T000000,970000,3,2.75,1762,5189,2.5,0,0,4,6,1591,171,1920,0,98011,47.5949,-122.2593,1814,7347
3880622229,20140810T000000,2159000,6,4.5,2969,2562,1.0,0,0,4,9,2969,0,1970,0,98040,47.6111,-121.3349,3491,2034
5360266834,20140810T000000,956000,4,3.25,2191,8415,1.0,0,0,3,8,1777,414,1991,0,98118,47.7763,-121.7933,1968,10910
8589407099,20140810T000000,1187000,3,2.25,2151,1895,2.0,0,0,3,9,1825,326,1967,0,98001,47.3345,-121.5732,2669,2077
3371572813,20140810T000000,1560000,5,3.25,2603,4452,2.0,0,0,3,8,2031,572,1984,0,98074,47.5744,-122.1614,2994,2843
8387563562,20140810T000000,1826000,4,4.0,2605,11183,2.5,0,0,2,7,2605,0,1999,0,98029,47.5292,-121.689,2443,7070
8108812080,20140810T000000,789000,3,2.0,1943,4453,2.0,0,0,4,7,1943,0,2003,0,98199,47.4378,-121.4998,1560,3828
7200047421,20140810T000000,917000,3,2.0,2159,12488,2.0,0,0,4,7,1937,222,1929,0,98115,47.1759,-122.3141,2730,8375
1006097706,20140810T000000,1742000,3,2.75,2601,2111,1.0,0,0,3,10,2601,0,2003,0,98119,47.5913,-121.4181,2035,1475
6212071387,20140810T000000,1161000,4,3.0,1780,16865,2.0,0,0,4,8,1300,480,1998,0,98116,47.1892,-122.3606,1529,16975
9998873025,20140810T000000,1376000,3,3.0,1797,15411,2.0,0,0,3,9,1407,390,1978,0,98075,47.2645,-121.4754,2197,16374
4580023213,20140810T000000,876000,3,2.5,1788,6315,3.5,0,0,3,7,1419,369,2002,1997,98038,47.7518,-122.0229,1405,7220
2962050903,20140810T000000,1685000,4,3.5,2111,26132,3.0,0,0,4,8,1715,396,2008,0,98155,47.3536,-122.4519,1788,33340
1360048529,20140810T000000,1484000,4,3.25,1947,14061,2.0,0,0,4,8,1947,0,1967,0,98029,47.2096,-122.0714,2135,13884
5325841450,20140810T000000,1353000,4,4.0,2243,2301,1.0,0,0,3,9,2113,130,1936,0,98032,47.6755,-122.4516,2165,3405
7832506654,20140810T000000,1417000,3,2.25,1723,7005,2.0,0,0,4,11,1723,0,1963,0,98133,47.4692,-122.1794,2073,7453
7245921992,20140810T000000,1337000,3,2.5,2423,42691,3.0,0,0,3,8,2085,338,1994,0,98034,47.3234,-122.0004,2815,48500
8547992403,20140810T000000,1532000,3,2.25,2461,4565,3.0,0,0,3,9,1837,624,2008,0,98108,47.6621,-122.0163,2986,4170
6721240331,20140810T000000,1618000,4,3.5,3052,3018,1.0,0,0,3,9,3052,0,1955,0,98008,47.7,-121.3429,3094,3415
5239398387,20140810T000000,1468000,3,2.25,1582,3015,1.0,0,4,3,10,1366,216,1935,0,98146,47.7676,-121.8051,1111,4247
9886033084,20140810T000000,869000,3,2.75,1816,10719,1.5,0,0,5,8,1391,425,2001,0,98168,47.6352,-122.2535,1533,14059
9661183903,20140810T000000,529000,4,3.25,2015,18006,2.0,0,0,5,5,1607,408,1922,0,98024,47.2502,-121.7803,2185,9679
5305239921,20140810T000000,1913000,2,2.25,1287,22480,2.0,0,0,4,9,1287,0,1992,0,98117,47.5883,-121.5351,1195,23774
9612012486,20140810T000000,612000,3,3.25,1667,2371,1.0,0,0,5,8,1466,201,1906,0,98058,47.1752,-122.1671,1228,3143
8038732513,20140810T000000,1458000,3,2.25,1796,30793,2.5,0,0,5,8,1211,585,1919,0,98038,47.5283,-121.4339,1660,36797
8345147199,20140810T000000,2074000,5,4.5,3571,1523,3.0,0,0,4,5,2950,621,1978,0,98059,47.1935,-122.3597,3182,2055
1457085818,20140810T000000,773000,3,2.5,1810,7238,1.0,0,0,3,7,1436,374,1983,0,98005,47.7493,-121.5077,1535,9807
8286867886,20140810T000000,1386000,3,2.75,1833,5359,2.0,0,0,3,8,917,916,1947,0,98028,47.4579,-122.1878,1940,5529
2142079435,20140810T000000,716000,3,2.5,2277,18349,1.0,0,0,5,5,1988,289,1978,0,98126,47.6917,-122.2622,2203,25814
9009721048,20140810T000000,3761000,5,4.0,3109,1356,1.0,0,0,3,11,2936,173,1984,0,98024,47.6219,-121.7108,2605,1325
9596986357,20140810T000000,1471000,3,2.5,1961,5129,2.0,0,0,5,8,1961,0,1979,0,98033,47.2579,-122.3406,2258,6171
2121070534,20140810T000000,1389000,4,3.0,3018,6161,1.0,0,0,4,6,2409,609,1995,0,98052,47.1841,-121.8046,3528,5652
6622970224,20140810T000000,1198000,3,2.5,2163,8564,1.5,0,0,5,7,1250,913,1913,0,98031,47.5056,-122.4389,1851,8898
3502123650,20140810T000000,1030000,4,3.0,2483,599,1.0,0,0,3,7,1812,671,1986,0,98058,47.6377,-122.4071,2415,651
3940345299,20140810T000000,1321000,3,3.0,1986,6355,2.0,0,0,4,7,1742,244,1929,0,98092,47.1585,-121.3942,1903,5378
2368802435,20140810T000000,1713000,6,4.0,3390,13598,1.5,0,1,4,5,2819,571,1948,0,98126,47.4083,-121.9194,2448,8437
9933090535,20140810T000000,1368000,5,3.75,2428,1222,2.0,0,0,2,7,1603,825,1911,0,98065,47.4865,-121.7127,1919,1467
2937973759,20140810T000000,1048000,4,3.0,3586,14484,1.5,0,0,3,7,3494,92,1976,0,98047,47.1984,-122.1006,4459,19479
5037715870,20140810T000000,1292000,4,3.0,3159,1673,1.5,0,0,2,6,2720,439,2007,0,98047,47.702,-121.5387,3260,2125
8177801060,20140810T000000,1068000,6,4.0,2671,13659,1.0,0,0,3,8,2073,598,1927,0,98059,47.3783,-122.2171,2343,7752
3062103653,20140810T000000,1246000,4,2.5,2583,27809,3.0,0,0,3,7,2252,331,1903,2013,98038,47.3474,-121.5023,2173,32902
9236107497,20140810T000000,1352000,4,4.0,2593,11742,1.0,0,0,5,7,1981,612,1972,0,98199,47.6574,-122.3413,2470,13645
8512310852,20140810T000000,1096000,3,2.5,2053,2525,3.5,0,0,3,7,1775,278,2003,0,98065,47.5946,-121.4082,1823,3213
1802968338,20140810T000000,1044000,4,3.25,2659,44711,1.0,0,0,3,7,2659,0,1929,0,98029,47.5777,-121.6436,2738,42347
9564162025,20140810T000000,1942000,6,4.0,2743,7124,2.0,0,0,5,7,2485,258,1989,2003,98118,47.2502,-122.4701,2460,10319
5460745932,20140810T000000,583000,3,2.75,1633,13482,2.0,0,0,3,6,1131,502,2011,0,98034,47.2948,-121.9349,1812,13682
7545895383,20140810T000000,847000,2,1.5,1280,15437,1.0,0,0,3,8,1031,249,2013,0,98136,47.1637,-121.7008,1055,12225
6668345279,20140810T000000,1671000,4,3.5,2767,520,1.0,0,0,3,7,2767,0,1995,0,98108,47.6663,-122.4765,2842,651
6148119715,20140811T000000,1100000,4,3.0,1950,7926,1.0,0,0,3,9,1831,119,2006,0,98034,47.4018,-121.8959,2020,6747
6917263541,20140811T000000,1652000,5,4.25,2903,1254,1.5,0,0,3,9,2903,0,1946,0,98074,47.4663,-121.4914,2213,688
8311631815,20140811T000000,1489000,4,3.5,2686,1332,1.0,0,0,4,7,2596,90,2007,0,98027,47.441,-121.5175,2271,1787
3411861450,20140811T000000,1843000,6,3.5,2879,5961,3.0,0,0,3,7,2729,150,1934,0,98027,47.6968,-121.6762,2805,3437
7344318023,20140811T000000,1338000,5,3.25,3244,13123,1.5,0,0,3,8,3244,0,1917,0,98075,47.6456,-121.6242,3159,15577
1001295671,20140811T000000,1402000,3,2.75,2032,849,2.0,0,0,3,7,1754,278,2002,0,98032,47.3373,-122.3586,1634,1057
8501962883,20140811T000000,1415000,5,4.0,3397,5930,1.0,0,0,3,7,3397,0,1903,0,98168,47.629,-121.6286,3245,6532
2341601361,20140811T000000,466000,3,1.75,1629,18725,1.5,0,0,3,5,1629,0,2012,0,98070,47.7056,-122.1249,1502,25188
8082354395,20140811T000000,1384000,3,2.75,1919,12304,2.0,0,2,3,7,1781,138,2002,0,98177,47.5747,-122.2891,2093,6482
5516230372,20140811T000000,1251000,3,3.25,1824,5934,2.0,0,0,3,8,1824,0,1937,0,98188,47.4364,-121.8188,1906,5152
1349193326,20140811T000000,1784000,4,3.5,2568,5247,2.0,0,0,3,9,2004,564,1967,0,98188,47.3739,-122.0371,1976,6903
9444615782,20140811T000000,598000,0,1.5,490,3586,1.0,0,0,3,7,490,0,1990,0,98117,47.7612,-121.5222,613,3736
2752302263,20140811T000000,707000,3,2.5,1766,2571,2.5,0,0,4,6,1420,346,1944,0,98039,47.629,-121.5448,1825,2262
7985161375,20140811T000000,1918000,4,3.5,2434,17831,1.0,0,0,3,9,2025,409,1982,0,98003,47.6261,-122.4516,2355,15347
8782106854,20140811T000000,1785000,3,2.75,1593,3463,2.0,0,0,3,11,1283,310,1963,0,98115,47.7757,-121.7225,1815,2257
2487996176,20140811T000000,3405000,6,4.0,3427,3449,1.5,0,0,3,9,3018,409,1995,0,98125,47.6363,-121.4708,3214,3497
1101140984,20140811T000000,741000,2,2.0,1369,7984,2.0,0,0,5,7,1369,0,1957,0,98003,47.1882,-121.6529,1512,11279
1263826803,20140811T000000,1755000,3,2.25,2055,13643,2.0,0,0,3,10,1693,362,2010,0,98001,47.6326,-121.9199,1699,16240
7080672225,20140811T000000,878000,3,3.0,2007,2095,1.0,0,0,3,8,1855,152,2006,0,98028,47.6225,-121.4559,2385,1080
6414886153,20140811T000000,2026000,4,3.0,3418,4529,2.5,0,0,4,8,3418,0,1937,0,98005,47.6495,-122.0889,3657,2632
8282530190,20140811T000000,2234000,6,4.0,3736,5472,1.0,0,0,4,7,3541,195,1956,0,98059,47.2026,-122.4774,3360,4293
6207191011,20140811T000000,665000,2,2.25,1366,1523,2.0,0,0,3,6,1366,0,1987,0,98116,47.1568,-121.5295,1213,1835
4785473341,20140811T000000,1393000,4,2.75,3309,8442,1.5,0,0,3,7,3309,0,1982,0,98022,47.5686,-121.8744,3966,5842
9927414822,20140811T000000,922000,5,3.75,2681,5935,1.0,0,0,3,6,2681,0,1913,0,98029,47.445,-122.3987,3435,8790
3507419277,20140811T000000,874000,3,3.0,2102,7086,2.0,0,0,4,8,1767,335,1943,0,98053,47.4989,-122.2873,2611,9336
1237757115,20140811T000000,877000,4,3.25,2299,10121,1.0,0,0,3,7,1829,470,1975,0,98042,47.3821,-122.2748,1999,9170
7828045880,20140811T000000,2715000,7,5.25,3232,14255,1.0,0,0,3,8,2585,647,1960,0,98070,47.6642,-122.493,3094,13233
5389415792,20140811T000000,1133000,5,4.25,2309,8409,1.0,0,0,3,7,2309,0,2008,0,98177,47.7337,-122.1441,1729,10150
1782508224,20140811T000000,2524000,6,4.25,4149,11475,1.0,0,0,3,7,4149,0,1915,0,98199,47.561,-121.708,4578,6615
1378014300,20140811T000000,894000,4,3.0,1973,2458,2.0,0,0,3,7,1973,0,1951,0,98005,47.4276,-121.6937,1570,1577
3163944902,20140811T000000,470000,2,1.75,1855,15155,1.0,0,0,3,7,1661,194,1923,0,98108,47.4414,-121.4917,2096,10985
1925267180,20140811T000000,1880000,4,3.25,2281,3410,2.0,0,0,3,8,1769,512,1972,0,98144,47.1566,-121.8994,2918,3540
2367744352,20140811T000000,585000,3,2.0,1802,13312,1.0,0,0,3,5,1409,393,2013,0,98033,47.5223,-121.9022,1494,10906
4906040081,20140811T000000,1142000,3,2.75,1600,3010,1.0,0,0,3,8,1010,590,1965,0,98125,47.5792,-122.0005,1623,2771
1716797549,20140811T000000,1412000,5,3.75,2321,7025,3.0,0,0,3,9,2321,0,1978,0,98119,47.5206,-121.3613,1809,7076
6820502699,20140811T000000,918000,3,2.5,1572,1209,1.0,0,0,4,7,1572,0,1931,0,98059,47.3223,-121.8645,1817,983
7373035254,20140811T000000,1246000,4,3.5,2203,8361,2.5,0,0,3,7,2203,0,2000,0,98003,47.3125,-121.5821,2714,4727
7905580791,20140811T000000,334000,1,1.5,1236,6030,1.0,0,0,3,5,1236,0,1989,0,98119,47.6414,-121.3734,1175,4955
7817723622,20140811T000000,997000,1,1.0,1336,3618,1.0,0,0,3,10,1086,250,1924,0,98106,47.5336,-122.0391,1697,2694
4837671821,20140811T000000,674000,2,1.75,1709,7014,2.0,0,0,3,7,1709,0,1949,0,98010,47.6979,-121.9193,1701,5567
7075297576,20140811T000000,686000,3,2.75,1516,2663,1.5,0,0,3,7,1516,0,1956,0,98040,47.2221,-122.482,1578,1859
6764386165,20140811T000000,785000,0,1.5,996,5233,2.0,0,0,4,7,733,263,2003,0,98168,47.6651,-121.8481,736,5261
8419761805,20140811T000000,1559000,5,4.25,2376,8666,1.5,0,0,4,8,2074,302,2004,0,98031,47.5963,-121.3379,2269,7955
1481017845,20140811T000000,1222000,5,3.5,3108,11624,1.0,0,0,3,7,2485,623,1942,0,98199,47.3907,-122.0414,4027,16864
4647058634,20140811T000000,1880000,4,3.25,2553,2726,1.5,0,0,4,10,2553,0,1972,0,98166,47.3909,-122.3322,3117,3752
1051120487,20140811T000000,3535000,4,3.75,2130,5184,2.0,0,4,3,9,2130,0,2002,0,98055,47.7025,-121.7187,1684,6911
8546605231,20140811T000000,674000,3,2.75,2330,2821,1.0,0,0,3,6,1743,587,1961,0,98004,47.5338,-121.723,2298,3547
6557558625,20140811T000000,861000,3,2.0,2227,2544,1.0,0,0,1,8,2227,0,1948,0,98126,47.6613,-122.2396,1804,3143
9753697381,20140811T000000,815000,4,3.75,1894,2089,1.5,0,0,3,7,1609,285,1940,0,98117,47.5492,-121.6433,1396,1692
8528320012,20140811T000000,251000,1,1.25,985,5936,1.0,0,0,3,7,693,292,1906,0,98005,47.4318,-121.9007,724,8156
7440694489,20140811T000000,1133000,3,2.75,1679,17375,1.0,0,0,5,9,1523,156,1968,0,98032,47.2771,-121.7952,1511,24955
9105515605,20140811T000000,839000,4,3.75,2380,1296,1.0,0,0,3,7,2380,0,1987,0,98038,47.6612,-121.4229,2162,858
4909013015,20140811T000000,736000,5,3.5,2572,3722,2.0,0,0,3,5,1804,768,1983,0,98051,47.7314,-121.7806,1877,1883
5268656306,20140811T000000,1298000,3,3.25,2524,1195,2.0,0,0,4,7,2524,0,2011,0,98106,47.6688,-121.7499,2067,1679
1723436660,20140811T000000,2020000,5,3.5,2976,7049,1.0,0,0,5,8,2735,241,1951,0,98109,47.509,-122.081,3712,3807
7697917334,20140811T000000,1196000,3,2.5,2440,7646,1.0,0,1,4,7,1958,482,1940,0,98118,47.6984,-121.7936,2388,10825
9778720154,20140812T000000,662000,4,3.0,1959,8416,1.0,0,0,4,7,1959,0,1901,0,98116,47.5173,-122.0371,2126,9236
7582437984,20140812T000000,1092000,5,3.25,3043,4311,1.0,0,0,3,8,3043,0,2015,0,98119,47.1803,-121.4181,3278,2634
3637415571,20140812T000000,991000,4,3.5,2415,3768,1.0,0,0,2,7,2415,0,1932,0,98002,47.7594,-122.2927,2416,5455
4057283566,20140812T000000,874000,4,3.25,2254,19894,1.5,0,0,3,6,2254,0,1958,0,98107,47.4429,-122.1786,1889,25013
6713259840,20140812T000000,797000,3,2.0,2384,4686,2.0,0,0,4,6,2384,0,1967,0,98040,47.3572,-121.5729,1711,3244
9825869007,20140812T000000,848000,2,1.5,2581,3863,1.0,0,0,3,6,2371,210,2012,0,98010,47.4009,-121.9257,3010,4729
8730016495,20140812T000000,1221000,3,2.0,3482,8382,1.0,0,0,3,7,2615,867,1966,0,98019,47.6436,-121.4262,2797,12320
7485591360,20140812T000000,1237000,4,3.25,2272,1428,1.0,0,0,3,7,2272,0,1980,0,98122,47.28,-122.1985,2030,754
6450763944,20140812T000000,1671000,5,4.25,2276,1926,1.0,0,0,5,6,1688,588,1990,0,98144,47.4582,-121.8716,2649,2083
9141972390,20140812T000000,483000,3,2.0,1759,4528,1.0,0,0,4,6,1618,141,1934,0,98107,47.4729,-122.3851,1919,2956
7110655209,20140812T000000,1228000,6,4.25,3175,805,1.0,0,0,4,7,3175,0,1915,0,98122,47.2369,-121.9596,3560,824
2953332014,20140812T000000,766000,5,4.25,2280,2388,2.0,0,0,3,6,2280,0,2003,0,98103,47.4277,-121.453,2017,1382
7255214057,20140812T000000,1609000,5,4.0,2539,1619,1.0,0,0,4,9,2146,393,1910,0,98105,47.7332,-122.474,1976,1339
9189970849,20140812T000000,1138000,3,3.0,2217,9480,1.5,0,0,2,8,2217,0,1926,2004,98166,47.3957,-121.8167,2512,5518
9378688788,20140812T000000,1608000,4,3.0,2093,15471,1.5,0,0,1,9,2093,0,1952,0,98126,47.6648,-122.417,1659,13150
8077898759,20140812T000000,1220000,5,3.75,2278,2240,2.0,0,0,4,6,1780,498,1919,0,98039,47.7452,-122.1287,2639,3114
7450078066,20140812T000000,1076000,3,3.0,2293,4801,1.5,0,0,4,9,1808,485,1944,0,98077,47.353,-121.6511,2385,3997
2436714251,20140812T000000,847000,3,2.75,2470,12332,1.0,0,0,5,7,2019,451,1956,0,98148,47.5591,-122.3622,3042,7312
8419962247,20140812T000000,609000,3,3.0,1541,21803,1.0,0,0,3,7,1541,0,1982,0,98146,47.6821,-122.2814,1279,13945
6446932152,20140812T000000,1100000,4,3.0,2228,5806,2.0,0,0,2,9,2020,208,1918,0,98188,47.2391,-121.4287,2828,6005
6264479904,20140812T000000,1759000,4,3.0,2220,1054,2.5,0,0,3,7,1936,284,1981,0,98042,47.3948,-121.531,2492,1542
6710001623,20140812T000000,1926000,3,2.0,2034,5652,2.0,0,0,3,11,1910,124,1988,0,98039,47.5461,-121.7197,1861,8439
1425086609,20140812T000000,1192000,6,4.25,3128,1552,3.0,0,0,3,8,2899,229,1954,0,98051,47.3244,-121.7054,3382,2208
9312105768,20140812T000000,556000,1,1.25,1320,17737,1.0,0,0,3,8,1320,0,1920,0,98050,47.5243,-121.703,1494,26553
4054248047,20140812T000000,693000,4,3.5,2093,3922,2.0,0,0,3,5,2093,0,1993,0,98070,47.6831,-121.9836,1485,3462
1782100006,20140812T000000,3997000,4,3.0,2579,7497,2.0,0,0,3,12,1897,682,1973,0,98033,47.4101,-121.4821,3276,8642
9124473684,20140812T000000,2741000,3,2.0,2282,1563,1.5,0,1,4,10,1987,295,1995,0,98103,47.2155,-121.6544,2280,1806
6386742857,20140812T000000,2120000,6,3.75,3077,3455,2.0,0,0,4,7,2543,534,1994,0,98122,47.2929,-122.3098,3828,4644
4660712748,20140812T000000,902000,4,3.5,2203,1690,1.0,0,0,3,8,1544,659,1931,0,98028,47.2748,-121.5541,1887,2525
2192953816,20140812T000000,1730000,3,2.75,3158,2982,3.5,0,0,3,9,3057,101,1982,0,98032,47.2064,-121.5917,3287,3710
8727685877,20140812T000000,818000,3,2.75,1746,3517,1.0,0,0,4,7,873,873,1936,0,98116,47.2517,-121.8884,1595,2937
6004239658,20140812T000000,4430000,7,5.0,3604,3835,2.0,0,1,3,8,3307,297,2011,0,98108,47.2407,-121.7984,3997,5017
5986166859,20140812T000000,1020000,3,2.25,1751,4232,2.0,0,1,5,7,1751,0,1998,0,98188,47.232,-122.3369,1249,4572
5827713904,20140812T000000,881000,3,2.0,2116,8370,1.0,0,4,3,7,2116,0,1958,1985,98056,47.2402,-122.2495,1677,4835
7388827716,20140812T000000,962000,4,3.25,2090,1643,1.0,0,0,3,8,1936,154,1953,0,98070,47.4097,-121.6912,1840,1450
8479166226,20140812T000000,2081000,4,2.75,2315,890,2.0,0,0,4,8,2315,0,1975,0,98122,47.2706,-121.447,1819,681
5144938811,20140812T000000,2339000,6,4.0,2883,8976,1.5,0,0,3,7,2883,0,1991,0,98178,47.6788,-121.4354,2226,10880
4717226889,20140812T000000,1053000,3,3.0,2234,7153,1.0,0,0,4,7,1776,458,1997,0,98136,47.2194,-121.7193,2892,5728
6671003304,20140812T000000,1606000,4,4.0,2761,6316,3.0,0,0,4,7,2761,0,1996,0,98022,47.5275,-122.3922,3546,8332
6998029128,20140812T000000,980000,3,2.5,1945,6395,1.0,0,0,3,8,1441,504,1943,0,98031,47.3992,-122.1608,2206,7360
1552777357,20140812T000000,1142000,4,3.5,2209,891,1.5,0,0,3,8,1874,335,1900,0,98136,47.6182,-122.376,1780,975
3192114427,20140812T000000,1201000,4,3.75,1870,11632,1.5,0,0,3,6,1796,74,1962,0,98023,47.7108,-122.1662,1498,8782
7299544294,20140812T000000,598000,5,3.5,2580,6904,1.0,0,0,3,6,2375,205,1916,0,98031,47.5602,-122.4361,3065,6337
6397589058,20140812T000000,714000,2,2.0,1548,4913,1.0,0,0,3,9,1073,475,1970,0,98178,47.4562,-122.2896,1136,2958
5218242747,20140812T000000,1064000,6,4.0,2601,4435,1.0,0,0,4,6,2420,181,1900,0,98033,47.7413,-121.345,3106,3308
3632142262,20140812T000000,2618000,4,3.5,2445,4265,3.0,0,0,3,9,2445,0,2013,0,98006,47.4975,-122.0112,2389,5494
7067346443,20140812T000000,1921000,4,3.25,2325,4049,1.5,0,3,4,8,2325,0,1906,0,98112,47.3009,-121.4734,2942,3956
1193583590,20140812T000000,1100000,4,3.5,2082,9195,1.5,0,0,4,7,1563,519,1964,0,98136,47.5265,-121.7068,2005,10023
7956614945,20140812T000000,979000,2,2.75,1291,10435,1.0,0,0,3,8,1291,0,2001,0,98072,47.6112,-121.6618,1165,12508
5255743437,20140812T000000,635000,3,2.0,1811,2055,1.0,0,0,4,5,1509,302,2012,0,98075,47.7248,-121.9092,1983,1650
1980855351,20140812T000000,660000,3,2.25,2480,2443,2.0,0,0,1,7,2025,455,1967,0,98039,47.5406,-121.5547,2056,3130
8117094918,20140812T000000,668000,1,1.75,1113,8020,3.0,0,0,3,7,974,139,1949,0,98166,47.3502,-122.4157,1282,4665
7971490490,20140812T000000,1144000,3,2.75,2630,4385,1.0,0,0,3,9,2630,0,1958,0,98144,47.7018,-121.7086,2765,6506
4584697093,20140812T000000,1013000,3,1.75,2152,2208,1.5,0,0,4,8,2152,0,1978,0,98103,47.5622,-122.1858,2268,1400
9746394869,20140812T000000,1253000,4,3.5,2505,3397,1.0,0,1,2,5,2505,0,1997,0,98031,47.7342,-121.6699,1866,4729
3348734581,20140813T000000,785000,3,3.0,1656,941,2.0,0,0,2,8,1484,172,2000,0,98116,47.4786,-121.6712,1906,1385
4008634063,20140813T000000,904000,5,3.25,2105,21995,2.0,0,2,3,7,1674,431,1963,0,98107,47.1556,-121.6297,1824,17489
8511041783,20140813T000000,1049000,2,2.25,1681,5882,2.0,0,0,5,6,1350,331,1984,0,98106,47.3402,-121.8352,1858,4913
5055399386,20140813T000000,650000,5,3.25,2171,2710,1.0,0,0,3,6,1829,342,2013,0,98053,47.2893,-122.4913,2580,1791
1327447903,20140813T000000,1475000,3,2.75,2527,10792,1.0,0,0,4,8,2527,0,1930,0,98199,47.7029,-122.2857,3026,9788
5982797551,20140813T000000,839000,3,2.5,2824,3062,1.0,0,0,4,5,2488,336,1994,0,98168,47.6891,-122.1416,2023,2644
1636785884,20140813T000000,748000,3,2.0,1393,1324,1.5,0,0,3,7,1164,229,1964,0,98001,47.2406,-122.4658,1543,1202
7719911531,20140813T000000,1400000,4,4.0,1991,11531,2.0,0,0,3,8,1991,0,2000,0,98052,47.2779,-121.4647,1875,12083
9220331430,20140813T000000,1120000,3,2.0,1989,3086,1.0,0,0,3,9,1490,499,1974,0,98146,47.6899,-122.0601,1852,1978
2119293495,20140813T000000,1188000,3,2.75,1917,2343,1.0,0,0,5,9,1917,0,1995,0,98051,47.7638,-121.8072,2280,3496
5508304217,20140813T000000,2290000,6,3.75,3315,9044,1.0,0,0,4,10,3315,0,1975,0,98027,47.2089,-121.6501,2844,5014
