id_solicitud,fecha_solicitud,edad,ingresos_anuales,situacion_laboral,antiguedad_empleo,estado_civil,num_dependientes,importe_solicitado,plazo_meses,tipo_credito,num_creditos_activos,ratio_endeudamiento,historial_pagos,tiene_aval,provincia,scoring_externo,color_favorito,signo_zodiaco,impago,col_ruido_1,col_ruido_2,col_ruido_3,col_ruido_4,col_ruido_5,col_ruido_6,col_ruido_7,col_ruido_8,col_ruido_9,col_ruido_10,col_ruido_11,col_ruido_12,col_ruido_13,col_ruido_14,col_ruido_15,col_ruido_16,col_ruido_17,col_ruido_18,col_ruido_19,col_ruido_20,col_ruido_21,col_ruido_22,col_ruido_23,col_ruido_24,col_ruido_25,col_ruido_26,col_ruido_27,col_ruido_28,col_ruido_29,col_ruido_30
2744,2023-11-23,29,37981.07,autonomo,8.8,soltero,2,20311.6,36,auto,1,0.261,malo,1,Las Palmas,531.0,verde,cancer,0,3.0,-1.343,4.0,-0.3281,6.0909,1.6595,3.0,-4.5101,2.0,-1.8194,6.0321,1.4947,2.1439,0.0,-0.1255,0.3329,2.0,2.0,3.4405,9.577,0.6268,1.0016,-9.0231,2.0,5.0,4.5185,1.2204,-9.3887,8.0872,4.0
1747,2023-12-23,48,34899.51,empleado,23.4,casado,0,15644.52,24,auto,1,0.46,bueno,1,Barcelona,850.0,azul,tauro,0,2.0,1.7298,2.0,1.4105,-2.4678,0.2375,2.0,-6.7492,1.0,-1.8732,7.7626,-0.8822,0.4062,2.0,-0.9532,-1.1794,5.0,4.0,1.6904,6.5926,0.6507,0.1205,-9.7868,2.0,2.0,-1.0426,0.238,6.8271,-3.0252,1.0
4254,2022-09-05,53,28907.4,empleado,4.0,divorciado,4,1041.68,12,tarjeta,1,0.471,bueno,1,Sevilla,566.0,amarillo,escorpio,0,2.0,0.821,2.0,-0.4873,6.761,-0.369,2.0,-0.0219,3.0,0.2022,-5.0435,1.4523,-0.6379,0.0,0.3347,-1.0431,2.0,5.0,9.6268,-2.615,-0.4728,0.8934,-0.8657,2.0,3.0,-2.3982,-0.3867,2.4259,-2.8962,1.0
1452,2022-01-30,63,24396.97,autonomo,17.0,casado,1,1528.5,24,tarjeta,0,0.033,bueno,0,Alicante,607.0,azul,geminis,0,2.0,1.478,2.0,-1.1323,-5.9811,0.7184,3.0,-5.4744,5.0,0.492,7.0654,2.0428,-0.468,2.0,-0.3325,2.0289,1.0,3.0,-1.1548,-8.5641,-1.5179,-1.4846,3.7659,4.0,3.0,8.4515,-0.5688,3.9759,2.675,2.0
3472,2023-06-29,43,38759.05,empleado,11.6,divorciado,1,4783.36,6,tarjeta,1,0.241,malo,1,Cordoba,790.0,azul,capricornio,0,2.0,1.0322,3.0,-2.3976,-8.5714,0.5996,1.0,7.2748,2.0,0.8543,1.9773,2.0546,-0.7922,5.0,-1.4525,1.0566,1.0,4.0,9.9827,4.6235,-0.5188,-2.5701,-4.2611,3.0,1.0,6.7353,0.7024,9.8591,5.0811,3.0
4981,2023-10-20,47,40074.06,empleado,3.2,soltero,0,117487.96,120,hipoteca,2,0.315,regular,1,Zaragoza,795.0,blanco,aries,0,3.0,-1.2951,4.0,0.1949,1.5458,-0.1214,1.0,8.4607,6.0,0.9754,-0.5603,1.0821,0.7733,2.0,1.2933,0.4708,1.0,3.0,7.4324,9.5929,-0.3023,0.4353,8.4389,1.0,1.0,5.3578,-1.4397,7.0617,2.6227,6.0
2823,2022-04-03,50,18278.19,empleado,0.6,casado,2,211687.67,240,hipoteca,2,0.285,bueno,0,Malaga,756.0,amarillo,tauro,0,4.0,-0.3895,5.0,-0.8609,3.5984,0.0957,4.0,-8.2166,2.0,0.741,-8.5374,0.7587,-1.3118,4.0,1.5147,2.2918,5.0,3.0,-5.7399,-3.8998,1.3914,-0.2541,-4.2288,4.0,5.0,5.2796,0.815,-5.5286,3.8657,3.0
3667,2023-03-06,43,45259.54,empleado,24.2,divorciado,0,18508.04,12,personal,1,0.224,bueno,1,Malaga,786.0,verde,escorpio,0,6.0,1.0879,4.0,0.8764,7.4626,1.4541,7.0,5.1983,1.0,1.9733,8.6483,-0.3297,-0.3861,5.0,2.3728,0.8952,2.0,1.0,5.8986,-3.9645,0.6717,-0.3534,4.467,2.0,3.0,-5.3707,0.2564,-5.9862,4.4995,7.0
175,2023-05-24,33,,autonomo,11.6,soltero,2,19747.52,72,auto,2,0.345,bueno,0,Bilbao,561.0,rojo,capricornio,0,5.0,-2.0169,3.0,-1.4674,7.0979,0.2213,5.0,9.0078,0.0,-0.2727,-7.2024,-0.5662,-1.6493,2.0,-0.9165,0.8003,4.0,6.0,9.7768,1.1845,0.9113,0.0431,0.271,2.0,4.0,9.0664,-1.7968,1.6653,-5.3895,5.0
1653,2022-02-07,47,26954.36,empleado,11.6,casado,2,7714.95,6,tarjeta,1,0.127,regular,0,Barcelona,613.0,negro,virgo,0,2.0,-0.3508,1.0,-0.0265,-3.6904,-1.0081,6.0,9.7961,3.0,0.6354,6.2924,-1.7044,-0.3461,7.0,-0.5304,0.7055,2.0,1.0,7.0199,-6.4764,0.3282,-1.1274,-8.8729,3.0,2.0,-1.0683,-1.5782,-5.96,5.7364,2.0
3081,2022-11-17,47,37384.32,autonomo,0.8,casado,3,25169.8,12,personal,1,0.06,bueno,0,Barcelona,527.0,negro,tauro,0,4.0,0.0642,8.0,-0.0805,-0.6789,-1.1629,3.0,0.1085,3.0,2.7604,8.4297,1.2583,0.6841,2.0,-0.6298,0.5223,2.0,0.0,-0.8953,-5.0466,0.0446,-1.8324,4.3131,3.0,3.0,3.7432,0.4165,-7.759,-4.0988,7.0
1533,2023-11-13,50,43177.99,empleado,16.9,casado,3,86425.53,240,hipoteca,0,0.431,bueno,0,Malaga,841.0,rojo,tauro,0,3.0,1.0218,5.0,-0.6292,-6.2156,0.1456,8.0,-2.0954,1.0,-0.6729,-2.8504,-1.6907,0.231,5.0,-0.3288,0.2817,1.0,4.0,-2.6932,9.1298,0.6646,-1.2869,-5.1516,3.0,3.0,-2.1003,0.0332,-9.9606,-4.719,3.0
4507,2022-07-31,53,37326.71,empleado,14.6,casado,2,21999.26,60,auto,0,0.558,regular,0,Murcia,595.0,morado,geminis,0,3.0,0.0367,1.0,-1.0617,0.714,-0.1486,3.0,-7.6503,4.0,0.6755,5.1065,-0.4334,0.7197,2.0,1.7588,0.0027,8.0,7.0,-6.1852,6.8652,0.285,1.2175,-3.8282,4.0,1.0,-4.9982,0.0925,1.0375,2.8719,3.0
218,2022-03-12,24,,autonomo,3.8,soltero,2,153500.15,120,hipoteca,2,0.277,regular,1,Murcia,691.0,negro,cancer,1,1.0,-0.7604,2.0,-0.5901,-9.2201,-0.1188,2.0,-2.8276,2.0,-0.4847,-7.0879,0.2274,-1.6093,5.0,2.0887,0.8573,3.0,2.0,-3.1486,6.125,-0.1158,-0.3297,-5.926,3.0,3.0,4.3476,2.3143,-6.4365,-2.8654,2.0
4823,2023-10-26,64,26014.51,empleado,31.9,casado,2,16007.99,60,personal,1,0.058,regular,1,Zaragoza,757.0,azul,libra,0,5.0,-1.5767,2.0,0.1802,-0.2358,0.4343,5.0,-7.2675,3.0,-0.6452,9.0055,0.4945,-0.8671,1.0,0.159,-0.1075,1.0,3.0,8.0408,-2.9408,0.9987,0.5738,-2.0162,3.0,3.0,-9.4472,-0.0001,-4.3762,3.263,3.0
3794,2023-04-24,35,19344.67,empleado,1.2,divorciado,2,149003.58,240,hipoteca,1,0.296,bueno,0,Alicante,447.0,naranja,leo,0,3.0,0.6462,4.0,-0.9924,-2.0106,1.1367,4.0,-0.473,2.0,0.7166,-9.3025,1.0358,0.6973,4.0,-0.3838,-1.8898,4.0,2.0,0.9356,-0.578,-0.5828,1.6728,-4.2429,1.0,4.0,4.9996,0.403,-9.5549,-7.3249,6.0
1445,2022-04-12,27,31911.3,empleado,6.0,divorciado,3,12395.32,24,personal,2,0.04,regular,0,Palma,612.0,verde,capricornio,0,2.0,-0.3425,2.0,-0.8092,-3.1497,-2.2955,2.0,-4.3734,0.0,0.3583,3.4145,0.6501,-0.5406,4.0,0.2984,0.2228,2.0,4.0,-3.9966,5.3756,-0.2678,-0.6612,7.1133,4.0,2.0,0.8062,0.9389,-6.9809,8.0488,1.0
691,2023-12-29,57,29074.79,empleado,30.1,viudo,2,2304.64,12,tarjeta,2,0.289,bueno,0,Zaragoza,808.0,rojo,geminis,0,5.0,-1.4846,6.0,-0.4758,3.2107,1.2825,2.0,3.138,2.0,-1.4918,-2.8368,-0.9844,-0.4264,2.0,-1.4077,0.8431,2.0,2.0,-2.4629,-8.746,1.0515,-0.7396,5.7528,1.0,6.0,0.4334,0.1176,4.9729,-8.3729,3.0
2629,2023-03-27,56,24585.73,empleado,3.8,casado,0,30783.04,60,personal,0,0.259,bueno,1,Vigo,798.0,morado,aries,0,2.0,-0.6496,5.0,0.0904,-4.2761,0.6861,8.0,4.5565,1.0,0.7935,6.8705,-1.1831,-0.0369,2.0,-0.2717,0.5238,3.0,1.0,-1.3615,-4.0389,-2.6378,0.3679,8.8791,5.0,3.0,-4.1134,0.5973,-6.247,5.0021,1.0
2277,2022-06-03,41,37175.3,empleado,11.3,soltero,3,20520.46,12,personal,0,0.251,regular,1,Sevilla,738.0,amarillo,capricornio,0,2.0,-1.6335,7.0,-0.0329,-8.5064,-2.691,4.0,0.9549,3.0,-0.3719,-5.6427,-0.6094,0.3372,7.0,-0.9787,-0.9171,5.0,2.0,-8.5596,-6.5996,-0.1144,-1.8703,-7.286,1.0,2.0,7.0178,0.8353,-0.0686,1.8608,2.0
2458,2023-11-14,44,40396.93,autonomo,7.3,casado,2,8387.84,36,tarjeta,0,0.389,regular,0,Madrid,652.0,amarillo,tauro,0,0.0,0.7191,0.0,0.9908,2.638,0.3159,0.0,9.0845,0.0,-2.2031,-2.4824,-1.421,1.3917,3.0,1.2884,0.1418,1.0,2.0,-9.9079,8.8039,0.1575,1.2157,-7.3014,2.0,1.0,0.8113,0.1452,6.3586,-6.0541,5.0
1107,2022-06-28,54,8947.86,desempleado,0.0,soltero,0,20083.81,60,personal,2,0.168,bueno,0, Sevilla ,582.0,azul,aries,0,2.0,-0.3373,4.0,-0.1807,0.7849,-1.4439,4.0,-2.7561,0.0,0.0539,-3.0018,0.5614,0.2242,2.0,1.246,-0.8453,4.0,6.0,-2.4092,-4.0383,-0.4771,-1.6769,-8.6563,4.0,3.0,-6.4329,2.0268,-1.9913,2.4152,2.0
2158,2023-04-07,48,23289.67,empleado,21.0,viudo,1,12395.14,60,personal,1,0.311,bueno,1,Barcelona,689.0,blanco,cancer,0,2.0,0.6783,3.0,0.3449,7.5837,0.8781,2.0,1.1378,3.0,-1.1718,-9.8058,1.217,-0.6129,2.0,0.8335,0.0693,2.0,4.0,-2.1657,5.9686,-1.9973,0.3319,-5.7766,0.0,4.0,-1.3576,-0.0676,-6.187,3.0479,7.0
2112,2023-05-08,47,34057.87,empleado,3.6,casado,4,165683.83,300,hipoteca,3,0.391,regular,0,Bilbao,710.0,amarillo,libra,0,2.0,-0.6539,6.0,0.3224,-3.1084,0.7777,0.0,-8.3196,5.0,0.0857,-4.9634,1.305,0.24,1.0,-1.2928,-1.1091,4.0,6.0,8.8155,-7.61,0.9265,0.3908,-6.6098,0.0,2.0,-0.8026,-1.7068,-9.7573,3.5858,2.0
1584,2022-10-30,44,36654.55,empleado,0.9,casado,0,132545.18,120,hipoteca,3,0.183,regular,1,Gijon,705.0,morado,aries,0,3.0,-0.9954,2.0,-1.1226,0.5858,0.2612,3.0,4.6736,3.0,0.097,-5.9482,-0.0467,0.9714,2.0,0.188,0.0045,5.0,2.0,-6.9999,-2.8002,-1.3366,0.2786,-0.574,1.0,2.0,4.7718,-0.7712,0.4321,1.1522,7.0
612,2022-12-04,36,9658.19,desempleado,0.0,soltero,0,24281.74,36,personal,1,0.341,bueno,1,Madrid,622.0,negro,acuario,0,4.0,0.1771,2.0,-0.704,8.7147,-1.4051,2.0,-7.8328,2.0,0.6647,1.1513,0.108,1.1531,6.0,-0.805,0.0972,6.0,3.0,-9.7547,4.4203,1.8605,0.3255,-2.2153,4.0,3.0,-3.2931,-0.4719,-8.6832,-1.2367,5.0
3308,2022-04-09,55,19635.34,jubilado,20.7,soltero,1,4980.0,60,personal,1,0.502,malo,0,Malaga,465.0,rojo,escorpio,0,1.0,0.1963,1.0,0.2744,3.5858,-1.0235,1.0,-1.643,8.0,-0.85,0.774,-0.4163,-0.8853,6.0,-1.5476,0.5094,5.0,3.0,7.6431,-1.4411,0.0649,0.1924,2.3715,1.0,2.0,0.916,0.9896,-4.8673,5.1197,1.0
3785,2023-12-20,42,39236.0,empleado,15.1,soltero,0,175223.35,360,hipoteca,1,0.564,bueno,1,Valencia,835.0,morado,aries,0,4.0,0.6228,4.0,0.3976,-0.7491,2.163,5.0,-0.0604,2.0,-0.2489,3.8055,0.3974,-1.3007,2.0,1.4659,0.1109,1.0,3.0,4.3211,0.8366,-0.759,0.0748,-3.7811,3.0,4.0,6.8226,-0.6863,-7.8597,-2.2764,4.0
577,2023-11-07,46,10823.23,jubilado,15.6,divorciado,3,10628.42,48,auto,1,0.14,bueno,0,Barcelona,782.0,negro,leo,0,4.0,-0.7369,2.0,-0.7683,3.1579,0.0167,1.0,3.0072,4.0,0.4105,8.6075,-1.3317,0.8045,3.0,0.1276,0.484,2.0,6.0,2.5872,8.2136,1.7688,1.9684,-7.0039,3.0,6.0,-9.04,0.6272,6.0033,3.5229,2.0
2105,2023-09-28,53,19479.62,jubilado,28.6,viudo,4,34225.52,24,personal,1,0.091,malo,1,Bilbao,677.0,negro,sagitario,0,2.0,-0.3606,3.0,1.2424,-0.7192,1.7466,5.0,-6.8472,2.0,0.8265,5.5796,-1.2252,0.231,3.0,0.9719,-0.955,5.0,3.0,-9.2022,-0.8349,-0.8355,0.9185,-0.3206,3.0,3.0,-0.0899,0.3785,-0.7999,-8.9802,3.0
4481,2022-12-08,25,29494.2,autonomo,4.1,divorciado,0,16310.68,48,auto,0,0.487,bueno,1,Barcelona,686.0,rojo,escorpio,0,5.0,0.7481,2.0,1.2906,-9.801,0.9768,2.0,-5.0906,1.0,-0.4406,7.9645,-0.8033,-1.2804,5.0,0.1413,-0.0086,2.0,3.0,6.8848,-9.1556,0.0995,-0.8253,4.4777,5.0,5.0,-8.3701,-1.4505,9.2928,8.7285,5.0
1181,2023-03-20,42,13801.04,jubilado,16.4,divorciado,0,9924.23,24,personal,0,0.371,malo,0,Palma,548.0,azul,piscis,0,1.0,1.5219,1.0,0.1713,-1.2148,-0.8453,2.0,-5.3661,2.0,1.4164,5.9229,-0.219,-0.2,5.0,0.909,0.8486,0.0,7.0,-8.8943,2.6112,2.4985,-0.1696,-0.9718,1.0,0.0,2.0762,-0.1092,3.0853,-2.9852,5.0
889,2022-01-12,42,45730.96,empleado,11.8,divorciado,3,14736.2,48,personal,2,0.28,bueno,0,Murcia,560.0,amarillo,libra,0,2.0,-1.4159,4.0,-0.5517,3.0362,0.2792,6.0,-4.9814,2.0,-1.8451,0.0437,-0.5417,-0.4009,2.0,-1.9149,-1.288,6.0,4.0,2.9187,6.789,-1.3241,-0.1408,4.9978,3.0,0.0,-1.2713,1.9401,3.6002,-7.3388,5.0
3193,2023-05-05,46,-151.6,autonomo,25.6,casado,2,26696.85,60,auto,1,0.474,malo,0,CORDOBA,540.0,azul,virgo,1,4.0,-1.0169,2.0,0.0007,-4.69,-0.0408,4.0,5.0708,4.0,0.8204,-2.4243,0.0954,0.934,3.0,0.4084,0.2748,5.0,5.0,6.7058,6.4677,-1.0095,0.5912,-2.4437,4.0,6.0,-5.0766,-0.2564,8.3894,-8.2665,1.0
2433,2022-04-29,48,56642.81,autonomo,23.6,casado,1,14634.54,60,personal,3,0.506,bueno,0,Las Palmas,729.0,negro,geminis,0,1.0,-0.0254,4.0,-1.6471,9.029,0.3703,5.0,-0.0079,2.0,-0.3044,-1.5944,-1.7216,1.6,2.0,-0.1674,0.5935,2.0,3.0,5.0491,-6.7206,-0.9441,-2.7669,1.4077,0.0,2.0,-3.9475,-0.2085,8.4577,-5.3841,5.0
3075,2023-03-01,50,36149.5,empleado,30.1,casado,1,30547.68,36,auto,0,0.222,bueno,0,Valencia,422.0,blanco,libra,0,1.0,-0.7271,6.0,-1.9512,8.5846,0.9661,3.0,5.4198,7.0,-1.6247,-9.8053,-1.2284,-0.923,0.0,0.7701,0.178,3.0,3.0,5.1799,-3.3471,-0.7754,0.5424,-7.755,5.0,3.0,-7.1597,0.4855,6.3937,-8.2139,2.0
818,2022-03-19,61,63528.6,autonomo,18.9,casado,4,21161.76,24,personal,0,0.217,bueno,0,Zaragoza,578.0,amarillo,sagitario,0,1.0,0.8076,3.0,0.0751,-6.522,-1.2951,4.0,7.4479,4.0,-0.3554,8.6576,-1.0441,-0.8369,5.0,-0.5239,0.2475,4.0,3.0,0.9094,-7.986,-1.7827,-0.2598,-7.9535,3.0,4.0,5.7559,-1.3324,-1.3275,3.926,4.0
4678,2023-02-19,46,30038.9,empleado,14.3,divorciado,3,233680.99,120,hipoteca,2,0.237,bueno,1,Vigo,764.0,morado,sagitario,0,3.0,-1.9867,7.0,0.276,-7.8557,-1.1864,3.0,-2.3915,2.0,-0.2994,9.6788,0.2753,-0.5284,4.0,-0.2485,-1.4658,4.0,4.0,-4.3576,4.9097,-0.6616,-0.3191,3.5372,2.0,3.0,-0.0137,0.3307,5.9212,-4.6218,2.0
3319,2022-07-06,37,40950.37,empleado,6.3,viudo,1,208294.31,180,hipoteca,4,0.166,bueno,0,Madrid,667.0,rojo,virgo,0,1.0,-0.879,1.0,-0.6374,5.693,0.9985,2.0,-9.8795,3.0,-1.0792,6.3984,2.7111,-0.8439,1.0,0.1653,-0.693,5.0,3.0,9.0675,-9.6607,1.3356,0.2799,3.3864,1.0,6.0,-2.8094,-0.831,7.5547,-2.6769,2.0
209,2022-07-12,41,6817.63,desempleado,0.0,soltero,1,16696.84,36,personal,2,0.425,regular,0,Barcelona,635.0,verde,sagitario,1,1.0,-0.6171,2.0,1.0184,8.9277,-0.1637,2.0,7.7637,1.0,0.9495,-2.9631,-0.0643,0.5984,2.0,0.1439,0.5392,3.0,4.0,5.1044,-4.8206,-0.5063,-0.5995,3.6552,2.0,3.0,8.7367,-1.4916,0.786,4.3064,1.0
294,2022-08-31,58,31391.89,empleado,32.4,divorciado,5,5275.09,6,tarjeta,0,0.278,bueno,1,Alicante,806.0,rojo,acuario,0,1.0,-0.763,6.0,-0.1557,9.2462,0.4322,4.0,5.528,0.0,-2.1008,-1.8158,-0.0184,-0.4928,1.0,-0.8684,-0.4925,5.0,3.0,4.6416,5.6845,-0.8927,0.0652,0.5783,3.0,3.0,-6.6792,0.2636,8.9052,-0.1561,3.0
1120,2022-12-27,62,6653.77,desempleado,0.0,divorciado,1,29747.59,72,auto,1,0.216,regular,1,Bilbao,642.0,negro,leo,0,2.0,-0.2974,3.0,-0.1296,-3.6359,-0.2269,2.0,6.1994,4.0,0.7765,0.6298,-0.7289,1.0413,4.0,0.6227,-0.6783,2.0,2.0,-5.1219,-4.0216,-0.6074,-1.3591,-5.4488,4.0,5.0,-8.8008,0.9358,-2.3122,5.9039,3.0
4730,2023-05-01,58,42408.81,empleado,31.0,soltero,1,5073.89,36,tarjeta,2,0.056,bueno,0,Barcelona,638.0,morado,escorpio,0,3.0,0.1366,4.0,0.0678,-2.2589,0.4272,5.0,8.0471,3.0,-0.9664,-1.784,-0.3688,0.6106,6.0,-1.0215,-1.8911,0.0,4.0,5.7348,-5.3558,1.1662,-0.5916,0.0723,3.0,6.0,-9.9956,-1.4219,7.9844,-3.5914,1.0
4395,2023-01-07,63,6358.23,desempleado,0.0,casado,0,35528.22,72,auto,3,0.138,bueno,0,ZARAGOZA,584.0,amarillo,aries,0,2.0,0.1998,5.0,-0.3541,2.2313,-1.5111,1.0,-4.3092,5.0,-1.6305,-5.0071,0.469,-0.2746,2.0,-0.951,-0.5412,1.0,2.0,0.7908,-7.8023,0.2658,-1.3474,6.5848,1.0,2.0,-8.4817,1.3442,-9.1179,-9.5804,0.0
1265,2022-06-24,47,37428.95,empleado,9.2,viudo,0,4870.8,72,auto,4,0.29,malo,0,Bilbao,603.0,rojo,virgo,1,3.0,1.0581,2.0,0.2008,-7.5592,0.0465,2.0,7.3231,4.0,0.0396,-5.58,0.5448,-0.3244,2.0,-0.3814,0.8202,1.0,2.0,1.6461,-1.7008,0.8105,-0.0601,-2.7976,3.0,3.0,2.6901,1.3519,-7.4574,3.362,4.0
991,2022-09-08,34,31695.23,empleado,8.9,divorciado,1,4819.7,36,tarjeta,1,0.178,bueno,1,Barcelona,839.0,amarillo,virgo,0,1.0,-0.3998,5.0,1.3524,7.0742,1.466,1.0,-9.091,2.0,0.0252,-7.911,0.1066,-0.1765,1.0,-1.0605,-0.0262,3.0,6.0,1.2082,-5.6904,-0.1291,-0.4304,4.1218,2.0,6.0,2.5865,0.5536,9.8964,-9.9539,1.0
2318,2022-11-15,61,,empleado,13.8,soltero,1,4521.54,24,tarjeta,0,0.301,bueno,0,Madrid,660.0,negro,piscis,1,5.0,0.3927,1.0,0.2339,-4.1681,0.2574,4.0,-9.7139,3.0,-0.9081,9.5498,1.3551,0.0017,1.0,-0.3999,-0.4479,2.0,3.0,1.4691,9.5377,-0.1325,0.7708,-8.0159,2.0,2.0,2.3026,-1.0468,3.3117,1.2184,4.0
4241,2022-09-03,51,53025.49,empleado,11.2,casado,5,253570.01,360,hipoteca,1,0.498,bueno,0,Palma,606.0,naranja,cancer,0,2.0,-0.8796,4.0,0.4214,5.7307,0.9832,2.0,8.9374,1.0,-0.2688,0.4826,-0.3365,-0.1148,4.0,0.5728,-0.458,3.0,5.0,3.9778,-6.7951,0.3615,0.0407,9.4831,2.0,1.0,-2.5316,-0.6345,-6.3112,6.0109,1.0
3432,2023-07-17,34,22512.48,empleado,3.9,soltero,3,4293.68,24,tarjeta,1,0.169,bueno,0,CORDOBA,525.0,azul,sagitario,0,3.0,2.459,4.0,-0.0734,6.7232,-0.3907,4.0,-1.7938,4.0,-1.5,-1.9227,-0.4826,-0.3855,3.0,1.3519,-0.9021,2.0,2.0,5.6678,-4.5404,1.7609,0.1295,-7.2307,3.0,4.0,-8.3588,-0.5181,-1.1943,7.3857,5.0
354,2022-11-14,34,5480.57,autonomo,8.1,viudo,3,13636.32,24,personal,2,0.352,bueno,0,Gijon,763.0,azul,virgo,0,1.0,0.731,5.0,0.4404,-5.582,-0.31,4.0,2.4497,1.0,-0.0008,0.3942,1.5054,2.9403,3.0,-0.9097,0.3523,3.0,3.0,1.5357,-3.1668,-1.691,-0.7521,-3.7132,4.0,5.0,-2.0297,0.741,2.094,-9.3885,4.0
1922,2023-01-27,39,14823.93,empleado,3.5,casado,5,29132.86,36,auto,0,0.47,regular,1,Valencia,692.0,rojo,escorpio,0,4.0,0.2664,5.0,1.4131,3.4143,1.1906,4.0,7.8778,2.0,0.2465,-6.1076,-2.2613,0.5035,1.0,-0.1591,-1.8718,1.0,2.0,9.6484,-4.3461,-0.1808,0.9076,3.5139,4.0,2.0,2.9047,0.4757,9.6945,-9.5484,0.0
1539,2023-05-31,32,10395.14,jubilado,1.9,divorciado,1,9119.42,24,personal,2,0.176,bueno,0,Madrid,782.0,amarillo,libra,0,3.0,0.0224,6.0,-0.5612,0.8563,0.5083,2.0,7.773,2.0,0.585,-0.7166,-1.041,-0.8567,6.0,-0.5127,0.6677,6.0,4.0,1.076,6.3748,-0.6213,0.071,0.1134,4.0,1.0,-9.3387,-0.7867,-2.7685,-0.8514,2.0
3459,2023-09-07,62,21248.23,empleado,29.4,casado,1,122415.67,240,hipoteca,0,0.067,malo,0,Valladolid,568.0,amarillo,escorpio,0,2.0,0.04,4.0,2.6678,0.1156,-0.2114,2.0,5.3866,3.0,0.6557,0.9419,-1.1412,0.2205,3.0,0.2108,-0.3868,3.0,2.0,-9.3506,-6.9081,0.1747,-1.4483,-0.2561,5.0,1.0,5.1743,0.406,3.9904,-6.8478,1.0
1490,2023-01-06,44,41660.09,empleado,4.1,casado,1,10119.65,48,personal,2,0.134,bueno,0,SEVILLA,799.0,rojo,virgo,0,2.0,-0.1795,4.0,-2.2748,6.1118,1.1162,6.0,-4.3191,5.0,2.1123,3.7736,-0.0827,-0.792,4.0,1.3634,0.5086,3.0,2.0,-3.7176,3.4778,-0.2491,0.058,5.2351,0.0,2.0,4.3056,-0.1435,-5.7241,-7.7362,2.0
3834,2023-04-27,18,15997.66,autonomo,0.0,casado,0,16917.17,24,personal,0,0.617,bueno,0,Las Palmas,501.0,rojo,acuario,0,7.0,0.8263,7.0,1.655,4.0456,-0.6376,2.0,-6.8274,3.0,-1.7598,4.2712,0.3013,-0.1829,4.0,0.6925,1.2739,3.0,5.0,8.3754,3.385,1.0142,-0.5544,-1.4099,3.0,3.0,-3.8876,-0.7821,0.9309,-8.0043,1.0
3723,2023-07-03,41,,desempleado,0.0,soltero,1,7987.48,24,tarjeta,1,0.507,regular,0,Alicante,651.0,blanco,libra,0,5.0,-0.4342,2.0,-1.8729,8.5093,-0.4179,2.0,-8.4392,1.0,-1.4426,3.5293,-1.0334,-0.5902,7.0,-0.0756,0.6957,0.0,2.0,-3.4591,-4.6165,0.8724,-0.2092,6.6199,1.0,5.0,-7.2066,0.9447,3.483,0.0605,4.0
1229,2022-04-23,25,14305.54,empleado,2.4,soltero,1,29507.69,24,personal,4,0.211,bueno,0,Las Palmas,835.0,verde,cancer,0,3.0,-0.8889,2.0,-1.2434,2.5396,0.0059,3.0,-3.6833,2.0,-1.4789,8.5282,-1.2788,0.865,4.0,0.3718,1.4109,2.0,5.0,3.1534,-7.2622,0.962,0.3074,9.0796,2.0,3.0,-3.1242,-1.6397,2.8723,-7.1048,4.0
260,2023-03-05,39,57209.15,autonomo,13.2,casado,0,136372.91,300,hipoteca,1,0.414,bueno,0,Zaragoza,698.0,blanco,virgo,0,5.0,-1.0689,3.0,0.518,2.1685,1.0324,5.0,6.8292,8.0,-0.2709,5.3634,-0.2865,-1.1208,4.0,-0.3304,0.2295,5.0,3.0,0.246,-9.709,-0.7188,0.2619,6.3124,6.0,5.0,-7.6949,-0.8939,9.6834,-0.9409,2.0
3538,2022-04-07,50,20545.97,empleado,16.1,divorciado,0,6903.46,12,tarjeta,2,0.213,bueno,0,Las Palmas,582.0,naranja,virgo,0,2.0,0.348,3.0,0.288,-7.7326,1.766,3.0,2.0619,2.0,-0.5293,-7.9921,-0.5546,1.3665,3.0,1.561,-2.656,3.0,1.0,-8.0945,-5.58,-0.2484,-0.7307,-8.3276,1.0,2.0,-4.9833,-1.5844,7.5276,4.3691,1.0
4731,2023-11-02,47,25116.81,jubilado,25.5,viudo,2,958.49,12,tarjeta,1,0.2,bueno,0,Palma,582.0,azul,piscis,1,0.0,0.7871,4.0,3.1355,7.2343,0.2704,4.0,1.4262,2.0,-2.3377,-7.9574,-1.2408,0.4981,3.0,-1.3285,-0.6923,1.0,4.0,-8.3047,5.5336,-0.3293,-1.7374,9.3873,1.0,2.0,4.2962,0.2846,3.4918,6.8027,6.0
4789,2022-08-12,46,59488.69,empleado,26.1,casado,1,273301.19,300,hipoteca,0,0.29,bueno,0,Madrid,578.0,blanco,acuario,0,2.0,-1.9707,6.0,-0.4877,-0.3158,-0.7044,4.0,7.0456,2.0,0.8554,8.9589,0.973,0.0778,7.0,-0.7712,-1.1094,5.0,2.0,-0.7638,-7.7213,0.4895,-0.1274,7.3274,2.0,3.0,-8.2379,-0.3116,-7.3571,2.6182,6.0
